"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X.query"
"20","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g26901.t1"
"21","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g12510.t1"
"22","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g6462.t1"
"23","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g40398.t1"
"24","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g34508.t1"
"25","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g14113.t1"
"26","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.20746_t"
"27","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19668.t1"
"28","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g14674.t1"
"29","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9379.t1"
"30","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g33117.t2"
"31","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g771.t2"
"32","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7376.t1"
"33","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g41226.t1"
"34","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g20011.t1"
"35","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g20253.t1"
"36","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g40626.t1"
"37","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g46402.t1"
"38","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g5535.t1b"
"39","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g26976.t1"
"40","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g3412.t1c"
"41","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g33942.t1"
"42","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11720.t1"
"43","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35051.t1"
"44","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g29732.t1a"
"45","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39888.t1"
"46","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g5032.t1"
"47","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g18870.t1"
"48","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9165.t1"
"49","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g504.t1"
"50","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g44464.t1"
"51","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g12770.t1"
"52","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g34715.t1a"
"53","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35022.t1"
"54","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g38038.t2"
"55","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g31336.t1"
"56","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11554.t1"
"57","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g17225.t1"
"58","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g45441.t1"
"59","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g21062.t1"
"60","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g43337.t1"
"61","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g23294.t1"
"62","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g44450.t1b"
"63","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g36310.t1"
"64","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g28444.t2"
"65","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g37134.t1"
"66","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g1536.t1"
"67","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g28538.t1"
"68","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10725.t1"
"69","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g10117.t2"
"70","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g7295.t1a"
"71","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g37921.t2"
"72","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9461.t1"
"73","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g47929.t1"
"74","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g24448.t1"
"75","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39342.t2"
"76","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g6792.t1"
"77","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g552.t1"
"78","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g23237.t1"
"79","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g24436.t1"
"80","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7061.t1d"
"81","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g43160.t2"
"82","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11943.t1"
"83","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g50274.t1"
"84","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10377.t1"
"85","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g13842.t1"
"86","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39984.t1"
"87","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g46804.t1"
"88","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g21361.t1"
"89","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g43338.t1"
"90","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.32244_t"
"91","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g37033.t3"
"92","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g44379.t1"
"93","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g12902.t1"
"94","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11410.t1"
"95","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g8793.t1"
"96","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35033.t1"
"97","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g26032.t2"
"98","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g46890.t3"
"99","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35004.t2"
"100","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9511.t1"
"101","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g30595.t1"
"102","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g24827.t1b"
"103","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19767.t1c"
"104","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g29980.t1"
"105","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11403.t1"
"106","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g24407.t1"
"107","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g40773.t1"
"108","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g50697.t1"
"109","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g15378.t1"
"110","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9635.t1"
"111","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10809.t1"
"112","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g45447.t1"
"113","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g8679.t1"
"114","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39267.t1a"
"115","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g584.t2"
"116","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g49363.t1"
"117","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g3414.t1"
"118","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g34453.t1"
"119","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g24011.t1"
"120","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g34420.t1"
"121","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35055.t1"
"122","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g4584.t1"
"123","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39335.t1"
"124","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g27944.t1"
"125","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g543.t1"
"126","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g44802.t1"
"127","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9633.t1"
"128","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g45576.t1"
"129","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19091.t1"
"130","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g21893.t1"
"131","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19219.t1"
"132","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g6969.t1"
"133","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g8048.t1b"
"134","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g13857.t1"
"135","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g22436.t3"
"136","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10394.t1"
"137","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g49809.t1"
"138","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g45588.t6"
"139","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7090.t2"
"140","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g21297.t2"
"141","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g48020.t2"
"142","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g8834.t1"
"143","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g14999.t1"
"144","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g30215.t1"
"145","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10762.t1"
"146","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g46454.t2"
"147","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g15942.t1"
"148","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g12862.t1"
"149","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g13139.t1"
"150","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g34653.t1"
"151","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g33361.t1"
"152","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10764.t1b"
"153","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g5121.t1"
"154","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g29206.t2"
"155","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g41681.t2"
"156","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g14484.t1"
"157","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g50717.t1"
"158","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g17195.t1"
"159","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g32338.t1"
"160","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g10247.t2"
"161","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g28232.t1"
"162","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g14954.t1"
"163","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g47427.t1"
"164","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g939.t1"
"165","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g30165.t1"
"166","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39240.t1"
"167","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g16010.t1a"
"168","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g2461.t1"
"169","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g22795.t1"
"170","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g27918.t2"
"171","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19898.t1"
"172","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g31487.t2"
"173","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g46637.t1"
"174","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g8880.t2"
"175","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g23363.t1"
"176","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g19655.t1"
"177","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35014.t1"
"178","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g18639.t1"
"179","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g11658.t1"
"180","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g35121.t1"
"181","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g14434.t1"
"182","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9164.t1"
"183","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g27089.t1"
"184","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g13419.t1"
"185","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g37002.t1"
"186","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g1684.t2"
"187","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g39863.t1"
"188","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g28217.t1"
"189","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7299.t1"
"190","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g41801.t1"
"191","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7433.t1"
"192","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g18617.t1"
"193","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g6685.t1"
"194","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g29043.t1"
"195","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g7410.t1"
"196","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9053.t1"
"197","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g611.t1"
"198","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g44340.t2"
"199","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g37235.t1"
"200","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g38995.t1"
"201","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g542.t1"
"202","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g22726.t1"
"203","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g27058.t1"
"204","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___TS.g436.t1"
"205","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g40951.t1"
"206","GO:0015833","peptide transport",1246,668,523.3,1.5e-18,"Biological Processes","Montipora_capitata_HIv3___RNAseq.g9360.t2"
