"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"14","Montipora_capitata_HIv3___RNAseq.g40850.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"15","Montipora_capitata_HIv3___RNAseq.g27363.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"16","Montipora_capitata_HIv3___RNAseq.g35228.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"17","Montipora_capitata_HIv3___RNAseq.g19349.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"18","Montipora_capitata_HIv3___RNAseq.g46161.t1","GO:0001889","liver development",154,78,59.55,0.00679,"Biological Processes",0.506493506493506
"19","Montipora_capitata_HIv3___RNAseq.g46161.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"20","Montipora_capitata_HIv3___RNAseq.g46161.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"21","Montipora_capitata_HIv3___RNAseq.g46161.t1","GO:1901800","positive regulation of proteasomal protein cataboli...",110,33,42.53,0.00467,"Biological Processes",0.3
"22","Montipora_capitata_HIv3___TS.g27540.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"23","Montipora_capitata_HIv3___RNAseq.g7483.t1","GO:0000027","ribosomal large subunit assembly",31,21,11.99,0.00293,"Biological Processes",0.67741935483871
"24","Montipora_capitata_HIv3___RNAseq.g7483.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"25","Montipora_capitata_HIv3___RNAseq.g7483.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"26","Montipora_capitata_HIv3___TS.g47812.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"27","Montipora_capitata_HIv3___TS.g47812.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"28","Montipora_capitata_HIv3___TS.g37051.t2","GO:0019371","cyclooxygenase pathway",36,24,13.92,0.00061,"Biological Processes",0.666666666666667
"29","Montipora_capitata_HIv3___TS.g37051.t2","GO:0030644","intracellular chloride ion homeostasis",34,23,13.15,0.00058,"Biological Processes",0.676470588235294
"30","Montipora_capitata_HIv3___TS.g37051.t2","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"31","Montipora_capitata_HIv3___TS.g37051.t2","GO:0045907","positive regulation of vasoconstriction",57,31,22.04,0.00855,"Biological Processes",0.543859649122807
"32","Montipora_capitata_HIv3___TS.g37051.t2","GO:0070542","response to fatty acid",92,46,35.57,0.00493,"Biological Processes",0.5
"33","Montipora_capitata_HIv3___TS.g37051.t2","GO:1901570","fatty acid derivative biosynthetic process",96,56,37.12,0.0026,"Biological Processes",0.583333333333333
"34","Montipora_capitata_HIv3___TS.g37051.t2","GO:1903524","positive regulation of blood circulation",79,38,30.55,7e-04,"Biological Processes",0.481012658227848
"35","Montipora_capitata_HIv3___RNAseq.g39752.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"36","Montipora_capitata_HIv3___RNAseq.g28628.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"37","Montipora_capitata_HIv3___RNAseq.g6642.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"38","Montipora_capitata_HIv3___TS.g32377.t1","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"39","Montipora_capitata_HIv3___RNAseq.g26779.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"40","Montipora_capitata_HIv3___RNAseq.g12665.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"41","Montipora_capitata_HIv3___RNAseq.g11506.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"42","Montipora_capitata_HIv3___RNAseq.g11506.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"43","Montipora_capitata_HIv3___RNAseq.g24399.t1","GO:0006457","protein folding",165,76,63.8,0.00795,"Biological Processes",0.460606060606061
"44","Montipora_capitata_HIv3___RNAseq.33576_t","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"45","Montipora_capitata_HIv3___RNAseq.33576_t","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"46","Montipora_capitata_HIv3___RNAseq.33576_t","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"47","Montipora_capitata_HIv3___RNAseq.g34531.t1","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"48","Montipora_capitata_HIv3___RNAseq.g34531.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"49","Montipora_capitata_HIv3___RNAseq.g23261.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"50","Montipora_capitata_HIv3___RNAseq.g23261.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"51","Montipora_capitata_HIv3___TS.g18434.t1","GO:0006597","spermine biosynthetic process",5,5,1.93,0.00863,"Biological Processes",1
"52","Montipora_capitata_HIv3___TS.g32375.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"53","Montipora_capitata_HIv3___RNAseq.g26867.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"54","Montipora_capitata_HIv3___RNAseq.g37318.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"55","Montipora_capitata_HIv3___RNAseq.g19847.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"56","Montipora_capitata_HIv3___RNAseq.g23263.t1","GO:0007585","respiratory gaseous exchange by respiratory system",43,18,16.63,0.00697,"Biological Processes",0.418604651162791
"57","Montipora_capitata_HIv3___RNAseq.g23263.t1","GO:0009167","purine ribonucleoside monophosphate metabolic proce...",172,103,66.51,1.6e-07,"Biological Processes",0.598837209302326
"58","Montipora_capitata_HIv3___RNAseq.g23263.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"59","Montipora_capitata_HIv3___RNAseq.g23263.t1","GO:0022900","electron transport chain",126,79,48.72,0.00243,"Biological Processes",0.626984126984127
"60","Montipora_capitata_HIv3___RNAseq.g23263.t1","GO:0046034","ATP metabolic process",191,107,73.85,1.3e-07,"Biological Processes",0.56020942408377
"61","Montipora_capitata_HIv3___RNAseq.g1701.t1","GO:0018279","protein N-linked glycosylation via asparagine",44,25,17.01,0.0028,"Biological Processes",0.568181818181818
"62","Montipora_capitata_HIv3___RNAseq.g1701.t1","GO:0035010","encapsulation of foreign target",32,20,12.37,0.00292,"Biological Processes",0.625
"63","Montipora_capitata_HIv3___RNAseq.g21007.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"64","Montipora_capitata_HIv3___RNAseq.g21007.t1","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"65","Montipora_capitata_HIv3___RNAseq.g21007.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"66","Montipora_capitata_HIv3___RNAseq.g21007.t1","GO:0070125","mitochondrial translational elongation",64,35,24.75,0.00656,"Biological Processes",0.546875
"67","Montipora_capitata_HIv3___TS.g14660.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"68","Montipora_capitata_HIv3___TS.g21933.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"69","Montipora_capitata_HIv3___TS.g29955.t2","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"70","Montipora_capitata_HIv3___TS.g29955.t2","GO:0030968","endoplasmic reticulum unfolded protein response",93,47,35.96,0.00152,"Biological Processes",0.505376344086022
"71","Montipora_capitata_HIv3___TS.g29955.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"72","Montipora_capitata_HIv3___RNAseq.g36257.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"73","Montipora_capitata_HIv3___RNAseq.g35108.t1","GO:0009132","nucleoside diphosphate metabolic process",80,37,30.93,0.00679,"Biological Processes",0.4625
"74","Montipora_capitata_HIv3___RNAseq.g35108.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"75","Montipora_capitata_HIv3___RNAseq.g35108.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"76","Montipora_capitata_HIv3___RNAseq.g2810.t1","GO:0010172","embryonic body morphogenesis",49,28,18.95,0.00654,"Biological Processes",0.571428571428571
"77","Montipora_capitata_HIv3___RNAseq.g4869.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"78","Montipora_capitata_HIv3___RNAseq.g4824.t1","GO:0021575","hindbrain morphogenesis",39,18,15.08,0.00334,"Biological Processes",0.461538461538462
"79","Montipora_capitata_HIv3___RNAseq.g4824.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"80","Montipora_capitata_HIv3___RNAseq.g46452.t1","GO:0018279","protein N-linked glycosylation via asparagine",44,25,17.01,0.0028,"Biological Processes",0.568181818181818
"81","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"82","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
"83","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"84","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"85","Montipora_capitata_HIv3___RNAseq.g41301.t1","GO:0001889","liver development",154,78,59.55,0.00679,"Biological Processes",0.506493506493506
"86","Montipora_capitata_HIv3___RNAseq.g41301.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"87","Montipora_capitata_HIv3___TS.g26069.t1a","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"88","Montipora_capitata_HIv3___RNAseq.g14903.t1","GO:0002181","cytoplasmic translation",115,94,44.47,4.9e-25,"Biological Processes",0.817391304347826
"89","Montipora_capitata_HIv3___RNAseq.g14903.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"90","Montipora_capitata_HIv3___RNAseq.g14903.t1","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"91","Montipora_capitata_HIv3___RNAseq.g14903.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"92","Montipora_capitata_HIv3___TS.g44720.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"93","Montipora_capitata_HIv3___TS.g42170.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"94","Montipora_capitata_HIv3___TS.g42170.t2","GO:0090102","cochlea development",47,24,18.17,0.00084,"Biological Processes",0.51063829787234
"95","Montipora_capitata_HIv3___TS.g25958.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"96","Montipora_capitata_HIv3___RNAseq.g9254.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"97","Montipora_capitata_HIv3___TS.g10085.t1b","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
"98","Montipora_capitata_HIv3___TS.g10085.t1b","GO:0035735","intraciliary transport involved in cilium assembly",29,19,11.21,0.00306,"Biological Processes",0.655172413793103
"99","Montipora_capitata_HIv3___TS.g10085.t1b","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"100","Montipora_capitata_HIv3___TS.g10085.t1a","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"101","Montipora_capitata_HIv3___TS.g10085.t1a","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"102","Montipora_capitata_HIv3___TS.g10085.t1a","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"103","Montipora_capitata_HIv3___RNAseq.g7238.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"104","Montipora_capitata_HIv3___RNAseq.g48076.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"105","Montipora_capitata_HIv3___RNAseq.g44928.t1","GO:0035735","intraciliary transport involved in cilium assembly",29,19,11.21,0.00306,"Biological Processes",0.655172413793103
"106","Montipora_capitata_HIv3___TS.g15044.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"107","Montipora_capitata_HIv3___RNAseq.g29366.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"108","Montipora_capitata_HIv3___RNAseq.g29366.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"109","Montipora_capitata_HIv3___RNAseq.g23857.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"110","Montipora_capitata_HIv3___RNAseq.g7718.t1","GO:0006457","protein folding",165,76,63.8,0.00795,"Biological Processes",0.460606060606061
"111","Montipora_capitata_HIv3___RNAseq.g7718.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"112","Montipora_capitata_HIv3___RNAseq.g7718.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"113","Montipora_capitata_HIv3___RNAseq.g7718.t1","GO:0051604","protein maturation",404,203,156.21,0.00611,"Biological Processes",0.502475247524752
"114","Montipora_capitata_HIv3___RNAseq.g7718.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"115","Montipora_capitata_HIv3___RNAseq.g9284.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"116","Montipora_capitata_HIv3___RNAseq.g26407.t1b","GO:0018279","protein N-linked glycosylation via asparagine",44,25,17.01,0.0028,"Biological Processes",0.568181818181818
"117","Montipora_capitata_HIv3___RNAseq.g26407.t1b","GO:0035010","encapsulation of foreign target",32,20,12.37,0.00292,"Biological Processes",0.625
"118","Montipora_capitata_HIv3___RNAseq.g22849.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"119","Montipora_capitata_HIv3___RNAseq.g2640.t1a","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"120","Montipora_capitata_HIv3___RNAseq.g44057.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"121","Montipora_capitata_HIv3___RNAseq.g35040.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"122","Montipora_capitata_HIv3___RNAseq.g35040.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"123","Montipora_capitata_HIv3___RNAseq.g27448.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"124","Montipora_capitata_HIv3___RNAseq.g27448.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"125","Montipora_capitata_HIv3___RNAseq.g49695.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"126","Montipora_capitata_HIv3___RNAseq.g27650.t1","GO:0035735","intraciliary transport involved in cilium assembly",29,19,11.21,0.00306,"Biological Processes",0.655172413793103
"127","Montipora_capitata_HIv3___RNAseq.g27650.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"128","Montipora_capitata_HIv3___TS.g13110.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"129","Montipora_capitata_HIv3___TS.g13110.t1","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"130","Montipora_capitata_HIv3___TS.g13110.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"131","Montipora_capitata_HIv3___TS.g13110.t1","GO:0070125","mitochondrial translational elongation",64,35,24.75,0.00656,"Biological Processes",0.546875
"132","Montipora_capitata_HIv3___RNAseq.30680_t","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"133","Montipora_capitata_HIv3___RNAseq.g15693.t1","GO:0006457","protein folding",165,76,63.8,0.00795,"Biological Processes",0.460606060606061
"134","Montipora_capitata_HIv3___TS.g41890.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"135","Montipora_capitata_HIv3___TS.g41890.t1","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"136","Montipora_capitata_HIv3___TS.g41890.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"137","Montipora_capitata_HIv3___TS.g41890.t1","GO:0070125","mitochondrial translational elongation",64,35,24.75,0.00656,"Biological Processes",0.546875
"138","Montipora_capitata_HIv3___RNAseq.g24580.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"139","Montipora_capitata_HIv3___RNAseq.g24580.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"140","Montipora_capitata_HIv3___RNAseq.g12906.t1","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
"141","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
"142","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"143","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0086013","membrane repolarization during cardiac muscle cell ...",23,11,8.89,0.00295,"Biological Processes",0.478260869565217
"144","Montipora_capitata_HIv3___RNAseq.g34154.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"145","Montipora_capitata_HIv3___RNAseq.g7964.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"146","Montipora_capitata_HIv3___TS.g37801.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"147","Montipora_capitata_HIv3___RNAseq.g45546.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"148","Montipora_capitata_HIv3___RNAseq.g40601.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"149","Montipora_capitata_HIv3___RNAseq.g12762.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"150","Montipora_capitata_HIv3___TS.g7042.t1","GO:0002931","response to ischemia",36,25,13.92,0.00017,"Biological Processes",0.694444444444444
"151","Montipora_capitata_HIv3___TS.g7042.t1","GO:0030968","endoplasmic reticulum unfolded protein response",93,47,35.96,0.00152,"Biological Processes",0.505376344086022
"152","Montipora_capitata_HIv3___TS.g7042.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"153","Montipora_capitata_HIv3___RNAseq.g13251.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"154","Montipora_capitata_HIv3___RNAseq.g41160.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"155","Montipora_capitata_HIv3___RNAseq.g41160.t1","GO:0022900","electron transport chain",126,79,48.72,0.00243,"Biological Processes",0.626984126984127
"156","Montipora_capitata_HIv3___RNAseq.g41160.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"157","Montipora_capitata_HIv3___TS.g3836.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"158","Montipora_capitata_HIv3___TS.g3836.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"159","Montipora_capitata_HIv3___TS.g3836.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"160","Montipora_capitata_HIv3___RNAseq.g12699.t1a","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"161","Montipora_capitata_HIv3___RNAseq.g44216.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"162","Montipora_capitata_HIv3___RNAseq.g44216.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"163","Montipora_capitata_HIv3___RNAseq.g40603.t1","GO:0006457","protein folding",165,76,63.8,0.00795,"Biological Processes",0.460606060606061
"164","Montipora_capitata_HIv3___RNAseq.g40603.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"165","Montipora_capitata_HIv3___RNAseq.g40603.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"166","Montipora_capitata_HIv3___RNAseq.g40603.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"167","Montipora_capitata_HIv3___RNAseq.g24866.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"168","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"169","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"170","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0009132","nucleoside diphosphate metabolic process",80,37,30.93,0.00679,"Biological Processes",0.4625
"171","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0009167","purine ribonucleoside monophosphate metabolic proce...",172,103,66.51,1.6e-07,"Biological Processes",0.598837209302326
"172","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"173","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0035865","cellular response to potassium ion",17,13,6.57,0.00174,"Biological Processes",0.764705882352941
"174","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"175","Montipora_capitata_HIv3___TS.g27176.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"176","Montipora_capitata_HIv3___RNAseq.g15075.t1","GO:0009152","purine ribonucleotide biosynthetic process",181,93,69.99,0.00795,"Biological Processes",0.513812154696133
"177","Montipora_capitata_HIv3___RNAseq.g15075.t1","GO:0034030","ribonucleoside bisphosphate biosynthetic process",58,34,22.43,0.00844,"Biological Processes",0.586206896551724
"178","Montipora_capitata_HIv3___RNAseq.g15075.t1","GO:0034033","purine nucleoside bisphosphate biosynthetic process",58,34,22.43,0.00844,"Biological Processes",0.586206896551724
"179","Montipora_capitata_HIv3___RNAseq.g15075.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"180","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"181","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
