"","V1","V2","V3","V4","V5","V6","value","1_hpf.x","4_hpf.x","9_hpf.x","14_hpf.x","22_hpf.x","28_hpf.x","48_hpf.x","72_hpf.x","1_hpf.y","4_hpf.y","9_hpf.y","14_hpf.y","22_hpf.y","28_hpf.y","48_hpf.y","72_hpf.y"
"1302","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723,3056.1,2789.4,1515.49,1360.89,1100.78,2485.09,1319.96,1662.68,4,0,3781,11744,24105,19237,7259,4595
"1303","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723,10478.06,8678.13,4378.09,3734.53,3522.48,8228.41,5015.84,4572.38,4,0,3781,11744,24105,19237,7259,4595
"1304","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723,10914.65,9917.87,4883.25,4304.21,3852.72,8780.65,5543.82,5091.97,4,0,3781,11744,24105,19237,7259,4595
"1305","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723,9168.3,8368.2,4209.7,3766.18,3357.37,7455.27,4663.85,4364.54,4,0,3781,11744,24105,19237,7259,4595
"1306","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723,6112.2,5578.8,2862.6,2563.53,2201.55,4970.18,2991.9,3013.61,4,0,3781,11744,24105,19237,7259,4595
"1307","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,2837.81,3874.17,1178.72,981.11,1045.74,1988.07,1495.95,1558.77,54,30,231,574,660,559,315,225
"1308","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,3056.1,2789.4,1515.49,1360.89,1100.78,2485.09,1319.96,1662.68,54,30,231,574,660,559,315,225
"1309","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,10478.06,8678.13,4378.09,3734.53,3522.48,8228.41,5015.84,4572.38,54,30,231,574,660,559,315,225
"1310","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,10914.65,9917.87,4883.25,4304.21,3852.72,8780.65,5543.82,5091.97,54,30,231,574,660,559,315,225
"1311","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,9168.3,8368.2,4209.7,3766.18,3357.37,7455.27,4663.85,4364.54,54,30,231,574,660,559,315,225
"1312","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664,6112.2,5578.8,2862.6,2563.53,2201.55,4970.18,2991.9,3013.61,54,30,231,574,660,559,315,225
"1313","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g7122.t1",160,-21.1,"100.00%","100.00%",-0.703739999057786,27504.91,17821.17,8475.53,4272.56,10237.22,4749.28,6863.78,2597.94,0,0,0,0,13,11,29,12
"1314","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,349,136,306,121,303,427,313,172
"1315","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,349,136,306,121,303,427,313,172
"1316","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,349,136,306,121,303,427,313,172
"1317","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,975,455,906,420,529,540,1691,2673
"1318","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,975,455,906,420,529,540,1691,2673
"1319","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,975,455,906,420,529,540,1691,2673
"1320","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,0,0,6,0,2,6,27,39
"1321","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,0,0,6,0,2,6,27,39
"1322","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,0,0,6,0,2,6,27,39
"1323","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g40234.t1",160,-20.6,"66.67%","80.95%",-0.944631713572294,436.59,0,56.13,316.49,550.39,386.57,1495.95,3948.87,2185,1030,1846,805,850,999,627,513
"1324","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g48055.t1",159,-21.63,"69.23%","73.08%",-0.778000641854605,218.29,154.97,0,63.3,605.43,607.47,1055.97,1870.52,3676,1756,4805,2356,1671,1363,905,1192
"1325","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g19104.t1",160,-27.56,"82.35%","82.35%",-0.742804747730027,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,1835,640,2185,1654,5021,5739,6104,4490
"1326","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g47225.t1",152,-21.33,"76.47%","76.47%",-0.754416177855523,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,0,0,0,0,14,22,11,15
"1327","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g723.t1",159,-20.21,"78.57%","92.86%",-0.72169974768939,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,19,12,15,33,131,166,118,117
"1328","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g24504.t1c",141,-26.14,"57.69%","65.38%",-0.74603783067625,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,486,212,1210,1121,5516,4867,5053,3044
"1329","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g28815.t1",186,-41.61,"94.12%","100.00%",-0.726775761933844,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,13,13,22,44,203,294,353,192
"1330","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___TS.g11149.t2",166,-23.89,"75.00%","85.00%",-0.806379966518855,436.59,619.87,280.65,3196.51,7650.39,9774.69,16455.47,9768.26,3268,2004,4987,1913,3703,4112,2617,1143
"1331","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g18574.t2",167,-20.21,"70.83%","83.33%",-0.854536673870255,24012.22,9452.97,7577.46,12153.05,71935.71,52297.33,188225.98,210121.58,822,479,1150,311,730,826,420,180
"1332","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g32174.t1",192,-41.26,"94.74%","94.74%",-0.933376974107001,27504.91,66325.74,418387.97,536443.33,328196.38,264579.19,48398.45,38553.47,306,87,233,62,217,389,823,755
"1333","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g36906.t1",150,-20.6,"68.42%","73.68%",-0.797041545042715,27504.91,66325.74,418387.97,536443.33,328196.38,264579.19,48398.45,38553.47,4,0,9,39,274,299,457,376
"1334","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g40840.t1",149,-22.24,"71.43%","71.43%",-0.956293605554009,27504.91,66325.74,418387.97,536443.33,328196.38,264579.19,48398.45,38553.47,3,0,0,12,328,701,2468,3559
"1335","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g1217.t1",171,-29.04,"81.82%","81.82%",-0.807758312970925,0,1239.73,112.26,126.59,110.08,386.57,967.97,415.67,75,32,108,342,512,281,78,53
"1336","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g15880.t1b",148,-20.64,"63.16%","68.42%",-0.878528580505011,0,1239.73,112.26,126.59,110.08,386.57,967.97,415.67,187,102,243,198,58,104,31,42
"1337","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g41139.t1",140,-24.02,"100.00%","100.00%",-0.710481522948086,218.29,619.87,56.13,63.3,220.16,331.35,615.98,1143.09,28,15,44,14,5,8,11,0
"1338","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g40234.t1",150,-22.83,"100.00%","100.00%",-0.879070695927975,5893.91,4184.1,2974.85,4842.23,22896.14,28164.35,143875.4,80016.63,2185,1030,1846,805,850,999,627,513
"1339","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g41139.t1",150,-21.94,"76.47%","76.47%",-0.744729768632954,5893.91,4184.1,2974.85,4842.23,22896.14,28164.35,143875.4,80016.63,28,15,44,14,5,8,11,0
"1340","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g39893.t1",161,-25.23,"75.00%","80.00%",-0.813045142910378,654.88,464.9,224.52,379.78,3082.17,2816.43,8359.73,9456.51,2322,1197,2611,1629,1481,1145,568,333
"1341","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g44529.t1",144,-22.06,"57.14%","67.86%",-0.921830412253051,654.88,464.9,224.52,379.78,3082.17,2816.43,8359.73,9456.51,1555,690,1882,616,610,569,276,230
"1342","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___TS.g11149.t2",166,-22.4,"75.00%","85.00%",-0.806534893503295,436.59,619.87,280.65,3164.86,7650.39,9774.69,16455.47,9768.26,3268,2004,4987,1913,3703,4112,2617,1143
"1343","Montipora_capitata_HIv3___Scaffold_8_586427","Montipora_capitata_HIv3___RNAseq.g30591.t1",163,-21.66,"71.43%","80.95%",-0.810508601687799,0,774.83,56.13,63.3,220.16,0,967.97,8209.5,852,392,1025,658,2286,1785,809,367
"1344","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g12113.t1b",149,-20.67,"70.00%","75.00%",-0.874297403860676,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,15,11,42,91,212,237,343,817
"1345","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g20157.t1",148,-23.04,"59.26%","70.37%",-0.743798297749535,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,0,0,0,10,22,46,68,34
"1346","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g26953.t1",149,-20.74,"61.11%","83.33%",-0.751422105202363,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,23,17,67,3407,13075,11088,2347,3189
"1347","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g3110.t1",163,-20.83,"66.67%","88.89%",-0.848261735184981,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,117,56,71,69,375,347,315,196
"1348","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g44820.t1",153,-21.11,"75.00%","100.00%",-0.866276224908514,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,0,0,0,7,31,94,55,35
"1349","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g47225.t1",150,-22.17,"68.42%","73.68%",-0.814884284809356,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,0,0,0,0,14,22,11,15
"1350","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g50241.t1a",143,-23.3,"65.00%","75.00%",-0.837392615896489,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,8,10,8,15,45,57,62,35
"1351","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g5923.t1b",169,-23.55,"70.00%","85.00%",-0.892420647913672,310194.28,252595.69,164402.78,78298.57,127690.02,100342.39,73125.66,49464.82,956,449,832,654,4281,5479,5917,4569
"1352","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g20723.t1",165,-25.43,"80.95%","80.95%",-0.764338350477944,4365.86,4184.1,1740.01,1171,5283.73,7897.06,11263.64,5195.88,97,44,117,24,0,11,0,15
"1353","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1354","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1355","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1356","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1357","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1358","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1359","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1360","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1361","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1362","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1363","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1364","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1365","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g42482.t1",157,-20.09,"75.00%","81.25%",-0.851816742936028,3929.27,5733.77,336.78,791.21,275.19,883.59,439.99,623.51,0,0,4,3,20,28,29,21
"1366","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,2837.81,3874.17,1178.72,981.11,1045.74,1988.07,1495.95,1558.77,0,0,3,0,15,21,0,7
"1367","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,3056.1,2789.4,1515.49,1360.89,1100.78,2485.09,1319.96,1662.68,0,0,3,0,15,21,0,7
"1368","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,10478.06,8678.13,4378.09,3734.53,3522.48,8228.41,5015.84,4572.38,0,0,3,0,15,21,0,7
"1369","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,10914.65,9917.87,4883.25,4304.21,3852.72,8780.65,5543.82,5091.97,0,0,3,0,15,21,0,7
"1370","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,9168.3,8368.2,4209.7,3766.18,3357.37,7455.27,4663.85,4364.54,0,0,3,0,15,21,0,7
"1371","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754,6112.2,5578.8,2862.6,2563.53,2201.55,4970.18,2991.9,3013.61,0,0,3,0,15,21,0,7
"1372","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,2837.81,3874.17,1178.72,981.11,1045.74,1988.07,1495.95,1558.77,160,54,205,199,208,279,134,152
"1373","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,3056.1,2789.4,1515.49,1360.89,1100.78,2485.09,1319.96,1662.68,160,54,205,199,208,279,134,152
"1374","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,10478.06,8678.13,4378.09,3734.53,3522.48,8228.41,5015.84,4572.38,160,54,205,199,208,279,134,152
"1375","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,10914.65,9917.87,4883.25,4304.21,3852.72,8780.65,5543.82,5091.97,160,54,205,199,208,279,134,152
"1376","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,9168.3,8368.2,4209.7,3766.18,3357.37,7455.27,4663.85,4364.54,160,54,205,199,208,279,134,152
"1377","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044,6112.2,5578.8,2862.6,2563.53,2201.55,4970.18,2991.9,3013.61,160,54,205,199,208,279,134,152
"1378","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,2837.81,3874.17,1178.72,981.11,1045.74,1988.07,1495.95,1558.77,0,0,12,20,32,30,41,12
"1379","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,3056.1,2789.4,1515.49,1360.89,1100.78,2485.09,1319.96,1662.68,0,0,12,20,32,30,41,12
"1380","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,10478.06,8678.13,4378.09,3734.53,3522.48,8228.41,5015.84,4572.38,0,0,12,20,32,30,41,12
"1381","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,10914.65,9917.87,4883.25,4304.21,3852.72,8780.65,5543.82,5091.97,0,0,12,20,32,30,41,12
"1382","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,9168.3,8368.2,4209.7,3766.18,3357.37,7455.27,4663.85,4364.54,0,0,12,20,32,30,41,12
"1383","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266,6112.2,5578.8,2862.6,2563.53,2201.55,4970.18,2991.9,3013.61,0,0,12,20,32,30,41,12
"1384","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g39971.t1",154,-22.11,"76.92%","92.31%",-0.773133844627705,18554.9,7593.37,5276.16,6804.44,11778.3,11707.53,23847.24,8521.25,12384,7439,10818,4922,6223,7023,6139,5588
"1385","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___TS.g33445.t1",151,-25.7,"66.67%","70.83%",-0.720940491470554,18554.9,7593.37,5276.16,6804.44,11778.3,11707.53,23847.24,8521.25,1945,707,2106,807,1213,1022,951,721
"1386","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___TS.g27040.t4",176,-25.73,"80.95%","85.71%",-0.966825171522171,0,154.97,112.26,94.95,220.16,552.24,21999.3,37514.29,14217,6120,16018,8713,14346,13410,8558,5922
"1387","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1388","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1389","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,34,13,58,190,412,534,3238,824
"1390","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1391","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1392","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329,7858.55,10847.67,13022,12342.94,15686.06,10603.05,4927.84,1350.93,2,3,0,0,6,22,27,16
"1393","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___TS.g29852.t2",167,-21.63,"80.00%","80.00%",-0.903910057391043,3710.98,6508.6,1122.59,1487.48,8310.86,5301.52,17863.43,48321.73,7657,4534,11408,5019,9456,9509,5148,3238
"1394","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g40997.t1",152,-20.22,"81.82%","100.00%",-0.894557208697503,436.59,0,56.13,316.49,550.39,386.57,1495.95,3948.87,269,149,149,15,12,7,4,0
"1395","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___TS.g31962.t1",156,-21.91,"62.50%","79.17%",-0.766219379508537,436.59,0,56.13,316.49,550.39,386.57,1495.95,3948.87,498,254,747,172,61,29,17,8
"1396","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g16019.t1",151,-20.98,"70.59%","82.35%",-0.80099050447859,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,191,87,201,41,297,483,425,297
"1397","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g23527.t1",160,-21.46,"76.47%","88.24%",-0.823166173168042,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,60,38,101,123,2934,3390,1338,2601
"1398","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g13980.t1a",150,-20.68,"70.59%","82.35%",-0.721235900998409,62868.37,31303.27,16333.63,11425.14,21905.44,15462.78,18479.41,7274.24,5,3,14,11,56,41,30,33
"1399","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g33445.t1",158,-21.56,"73.91%","73.91%",-0.782858244367125,24012.22,9452.97,7577.46,12153.05,71935.71,52297.33,188225.98,210121.58,1945,707,2106,807,1213,1022,951,721
"1400","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g3990.t2b",161,-20.8,"81.25%","81.25%",-0.881177378841996,24012.22,9452.97,7577.46,12153.05,71935.71,52297.33,188225.98,210121.58,1119,381,1131,578,297,327,298,194
"1401","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g22827.t1",155,-20.8,"70.00%","75.00%",-0.851962442085055,27504.91,66325.74,418387.97,536443.33,328196.38,264579.19,48398.45,38553.47,718,277,823,359,1378,2117,3952,2463
